mu,x
-0.029393800999796584,0.5
0.03583042718491249,0.4898989898989899
0.02572941603547072,0.4797979797979798
0.01562840912475023,0.4696969696969697
0.005527393581740192,0.4595959595959596
-0.004573602083348227,0.4494949494949495
-0.01467461689631282,0.4393939393939394
-0.024775619360775724,0.4292929292929293
-0.03487665166320504,0.41919191919191917
0.023050747543247894,0.40909090909090906
0.012949750332465194,0.398989898989899
0.00284871820058914,0.3888888888888889
-0.007252266372776273,0.3787878787878788
-0.017353298627993972,0.3686868686868687
0.3585858344124703,0.35858585858585856
0.34848482622400645,0.3484848484848485
0.338383865356446,0.33838383838383834
0.3282828330086617,0.3282828282828283
0.3181818009329894,0.3181818181818182
0.30808076849450106,0.30808080808080807
0.2979798316955569,0.29797979797979796
0.2878787994384775,0.2878787878787879
0.27777776718139746,0.2777777777777778
0.26767678260803185,0.2676767676767677
0.25757579803466857,0.25757575757575757
0.24747476577758767,0.24747474747474746
0.23737373352050728,0.23737373737373735
0.22727279663085925,0.2272727272727273
0.21717166900634774,0.21717171717171718
0.20707068443298318,0.20707070707070707
0.19696965217590326,0.19696969696969696
0.18686871528625487,0.18686868686868685
0.17676773071289048,0.17676767676767674
0.16666660308837872,0.16666666666666669
0.15656566619873125,0.15656565656565657
0.14646472930908253,0.14646464646464646
0.1363636016845709,0.13636363636363635
0.12626266479492335,0.12626262626262624
0.11616153717041167,0.11616161616161619
0.1060606002807615,0.10606060606060608
0.09595966339111359,0.09595959595959591
0.08585853576660205,0.0858585858585858
0.07575759887695321,0.0757575757575758
0.06565647125244203,0.06565656565656564
0.05555553436279279,0.055555555555555525
0.04545459747314666,0.045454545454545525
0.0353535652160649,0.03535353535353536
0.025252532958987484,0.02525252525252525
0.015151596069333185,0.015151515151515138
0.005050468444821821,0.0050505050505050275
-0.0050504684448258175,-0.005050505050505083
-0.015151596069333806,-0.015151515151515138
-0.025252532958984376,-0.025252525252525304
-0.0353535652160649,-0.03535353535353536
-0.045454406738281786,-0.045454545454545414
-0.05555562973022319,-0.05555555555555558
-0.06565666198730984,-0.06565656565656564
-0.07575759887695152,-0.0757575757575758
-0.08585863113402699,-0.08585858585858586
-0.09595947265624698,-0.09595959595959591
-0.10606069564819372,-0.10606060606060608
-0.11616172790527131,-0.11616161616161613
-0.12626256942749042,-0.1262626262626263
-0.13636369705200196,-0.13636363636363635
-0.14646453857422587,-0.14646464646464652
-0.15656547546386862,-0.15656565656565657
-0.16666679382324007,-0.16666666666666663
-0.17676773071288726,-0.1767676767676768
-0.18686866760253054,-0.18686868686868685
-0.1969696044921953,-0.19696969696969702
-0.20707054138183398,-0.20707070707070707
-0.2171718597412136,-0.21717171717171713
-0.2272727966308583,-0.2272727272727273
-0.23737373352051083,-0.23737373737373735
-0.24747467041014987,-0.24747474747474751
-0.2575756072998061,-0.25757575757575757
-0.2676769256591808,-0.2676767676767676
-0.2777778625488295,-0.2777777777777778
-0.2878787994384712,-0.28787878787878785
-0.2979797363281264,-0.297979797979798
-0.3080806732177722,-0.3080808080808082
-0.31818199157714633,-0.3181818181818181
-0.3282829284667962,-0.3282828282828284
-0.338383865356443,-0.33838383838383845
-0.34848480224609213,-0.3484848484848484
-0.3585857391357427,-0.35858585858585845
0.01735310789313118,-0.36868686868686873
0.007252361738337143,-0.3787878787878787
-0.002848765886162852,-0.38888888888888895
-0.01294970277581271,-0.398989898989899
-0.02305083040032798,-0.40909090909090895
0.034876818556214315,-0.4191919191919192
0.02477550019683896,-0.4292929292929293
0.014674944776923837,-0.43939393939393945
0.0045736264175303635,-0.4494949494949495
-0.005527691941832202,-0.45959595959595956
-0.015628247361752657,-0.4696969696969697
-0.025729565721132986,-0.4797979797979798
-0.03583012114105806,-0.48989898989898994
0.0293938009998012,-0.5
