On_site_interaction,Chemical_Potential,N_eletrons
1.0,-3.8475889141409425e-12,40.0
2.0,1.0462741784067475e-10,40.0
5.0,0.00104524612353174,40.0
10.0,-0.029294988520263132,40.0
20.0,0.08898668756128814,40.0
50.0,-0.008949370640664256,40.0
