Onsite_Energy,Chemical_Potential,N_particles,E1,E1m2,E1p2
4.5,-0.2130609925087974,12.0,-50.78056833271859,-49.56422587601244,-50.34476591638717
4.492424242424243,-0.2054852349330254,12.0,-50.689659241809466,-49.488468300254816,-50.238705310326544
4.484848484848485,-0.1979094773572676,12.0,-50.59875015090041,-49.412710724497316,-50.132644704265935
4.477272727272727,-0.1903337197815027,12.0,-50.50784105999132,-49.3369531487411,-50.02658409820526
4.46969696969697,-0.18275796220575913,12.0,-50.416931969082206,-49.261195572982125,-49.920523492144724
4.462121212121212,-0.17518220462999068,12.0,-50.32602287817313,-49.18543799722184,-49.81446288608412
4.454545454545455,-0.16760644705426486,12.0,-50.23511378726404,-49.10968042146838,-49.70840228002354
4.446969696969697,-0.1600306894784964,12.0,-50.144204696354954,-49.033922845709384,-49.602341673962876
4.4393939393939394,-0.15245493190274928,12.0,-50.05329560544594,-48.958165269951806,-49.49628106790232
4.431818181818182,-0.14487917432695596,12.0,-49.96238651453676,-48.882407694191556,-49.390220461841665
4.424242424242425,-0.1373034167512479,12.0,-49.8714774236277,-48.8066501184367,-49.28415985578111
4.416666666666667,-0.1297276591754546,12.0,-49.780568332718566,-48.73089254267906,-49.17809924972044
4.409090909090909,-0.12215190159970746,12.0,-49.6896592418095,-48.65513496692154,-49.07203864365989
4.401515151515151,-0.11457614402393901,12.0,-49.59875015090044,-48.5793773911639,-48.965978037599264
4.393939393939394,-0.10700038644818832,12.0,-49.507841059991286,-48.50361981540635,-48.85991743153864
4.386363636363637,-0.09942462887244474,12.0,-49.41693196908221,-48.4278622396488,-48.75385682547805
4.378787878787879,-0.0918488712966763,12.0,-49.326022878173184,-48.35210466389116,-48.647796219417444
4.371212121212121,-0.08427311372089719,12.0,-49.23511378726407,-48.27634708813362,-48.5417356133568
4.363636363636363,-0.07669735614515005,12.0,-49.144204696354905,-48.20058951237339,-48.43567500729627
4.3560606060606055,-0.06912159856941358,12.0,-49.053295605445875,-48.12483193661569,-48.32961440123565
4.348484848484849,-0.06154584099364868,12.0,-48.96238651453676,-48.04907436086089,-48.22355379517505
4.340909090909091,-0.05397008341790155,12.0,-48.871477423627674,-47.973316785103336,-48.11749318911438
4.333333333333333,-0.04639432584214731,12.0,-48.78056833271858,-47.89755920934573,-48.011432583053825
4.325757575757576,-0.038818568266357545,12.0,-48.689659241809494,-47.8218016335882,-47.90537197699326
4.318181818181818,-0.031242810690617517,12.0,-48.59875015090044,-47.74604405783199,-47.799311370932614
4.3106060606060606,-0.023667053114895253,12.0,-48.50784105999129,-47.67028648207301,-47.693250764872005
4.303030303030303,-0.016091295539105488,12.0,-48.41693196908224,-47.59452890631548,-47.58719015881138
4.295454545454546,-0.008515537963340591,12.0,-48.326022878173134,-47.51877133055787,-47.48112955275082
4.287878787878787,-0.0009397803876041166,12.0,-48.235113787264076,-47.44301375480025,-47.375068946690185
4.28030303030303,0.006635977188182096,12.0,-48.14420469635497,-47.36725617904273,-47.2690083406296
4.272727272727273,0.014211734763915018,12.0,-48.05329560544589,-47.29149860328516,-47.16294773456895
4.265151515151516,0.021787492339708336,12.0,-47.96238651453677,-47.21574102752757,-47.05688712850837
4.257575757575757,0.02936324991544481,12.0,-47.87147742362771,-47.13998345177002,-46.95082652244777
4.25,0.03693900749118484,12.0,-47.780568332718595,-47.06422587601242,-46.84476591638717
4.242424242424242,0.04451476506697105,12.0,-47.6896592418095,-46.98846830025485,-46.73870531032654
4.234848484848484,0.0520905226427395,12.0,-47.598750150900415,-46.91271072449459,-46.63264470426593
4.2272727272727275,0.05966628021848308,12.0,-47.50784105999134,-46.83695314873967,-46.52658409820536
4.21969696969697,0.06724203779425864,12.0,-47.41693196908222,-46.76119557298212,-46.420523492144724
4.212121212121212,0.07481779537000932,12.0,-47.32602287817313,-46.68543799722459,-46.31446288608412
4.204545454545455,0.08239355294577777,12.0,-47.23511378726404,-46.60968042146695,-46.20840228002352
4.196969696969697,0.08996931052148938,12.0,-47.144204696355,-46.533922845706684,-46.10234167396291
