,Onsite_Energy,Chemical_Potential,Nparticles,E1,E1m2,E1p2
62,4.03030303030303,0.0098846117837751,23.0,-90.82995709709984,-90.44167112704476,-90.37184338573417
63,4.0227272727272725,0.0174603693591066,23.0,-90.65571467285731,-90.28258021795392,-90.18244944634031
64,4.015151515151515,0.0250361269352055,23.0,-90.48147224861496,-90.1234893088629,-89.99305550694642
65,4.007575757575758,0.0326118845116454,23.0,-90.30722982437253,-89.96439839977215,-89.80366156755233
66,4.0,0.0401876420875311,23.0,-90.13298740013006,-89.80530749068123,-89.61426762815847
67,3.992424242424242,0.0477633996628696,23.0,-89.95874497588771,-89.64621658159008,-89.42487368876468
68,3.984848484848485,0.0553391572392243,23.0,-89.7845025516453,-89.48712567249936,-89.23547974937053
69,3.977272727272727,0.0629149148141365,23.0,-89.61026012740281,-89.32803476340852,-89.04608580997663
70,3.9696969696969697,0.0704906723903917,23.0,-89.4360177031604,-89.16894385431749,-88.85669187058262
71,3.962121212121213,0.0780664299662206,23.0,-89.26177527891802,-89.00985294522688,-88.66729793118883
72,3.954545454545455,-0.1183854092699192,22.0,-89.09503166276339,-88.51505764481794,-88.92374728767963
73,3.946969696969697,-0.1108096516941685,22.0,-88.92836499609594,-88.36354249330378,-88.74192910586166
74,3.939393939393939,-0.1032338941185173,22.0,-88.76169832942938,-88.21202734178641,-88.56011092404367
75,3.9318181818181817,-0.0956581365427524,22.0,-88.59503166276414,-88.06051219026915,-88.37829274222568
76,3.924242424242424,-0.088082378966952,22.0,-88.42836499609666,-87.9089970387583,-88.19647456040678
77,3.9166666666666665,-0.0805066213910947,22.0,-88.26169832943157,-87.75748188723702,-88.01465637858881
78,3.909090909090909,-0.0729308638154648,22.0,-88.0950316627641,-87.60596673572867,-87.83283819677042
79,3.901515151515152,-0.0653551062396502,22.0,-87.92836499609584,-87.45445158421079,-87.65102001495359
80,3.893939393939394,-0.0577793486639564,22.0,-87.76169832942996,-87.30293643269566,-87.46920183313536
81,3.886363636363636,-0.0502035910880849,22.0,-87.59503166276342,-87.15142128117851,-87.28738365131588
82,3.878787878787879,-0.0426278335123626,22.0,-87.42836499609665,-86.99990612965954,-87.10556546949849
83,3.871212121212121,-0.0350520759365764,22.0,-87.26169832943083,-86.84839097814654,-86.92374728767959
84,3.863636363636364,-0.0274763183608683,22.0,-87.09503166276428,-86.69687582663516,-86.74192910586224
85,3.8560606060606064,-0.0199005607851034,22.0,-86.92836499609747,-86.54536067511879,-86.5601109240438
86,3.8484848484848486,-0.0123248032094025,22.0,-86.76169832943086,-86.39384552360521,-86.37829274222591
87,3.840909090909091,-0.004749045633595,22.0,-86.59503166276329,-86.24233037208873,-86.19647456040694
88,3.833333333333333,0.0028267119422054,22.0,-86.4283649960967,-86.09081522057684,-86.01465637858928
89,3.825757575757576,0.0104024695179845,22.0,-86.2616983294301,-85.9393000690631,-85.83283819677078
90,3.8181818181818175,0.0179782270936357,22.0,-86.09503166276257,-85.78778491754326,-85.65102001495269
91,3.810606060606061,0.0255539846694361,22.0,-85.92836499609606,-85.63626976602754,-85.46920183313415
92,3.803030303030303,0.0331297422452934,22.0,-85.76169832942936,-85.48475461451268,-85.28738365131618
93,3.7954545454545454,0.0407054998209801,22.0,-85.59503166276268,-85.3332394629976,-85.10556546949795
94,3.787878787878788,0.0482812573967024,22.0,-85.4283649960959,-85.1817243114827,-84.92374728767962
95,3.7803030303030303,0.0558570149725028,22.0,-85.26169832942932,-85.0302091599708,-84.74192910586201
96,3.772727272727273,0.063432772548218,22.0,-85.09503166276491,-84.87869400844538,-84.56011092404331
97,3.765151515151515,0.0710085301239971,22.0,-84.92836499609659,-84.72717885693693,-84.37829274222545
98,3.757575757575758,0.0785842876997904,22.0,-84.76169832943084,-84.57566370542246,-84.19647456040693
99,3.75,0.0861600452755553,22.0,-84.59503166276491,-84.42414855390736,-84.01465637858871
100,3.75,0.0861600452753634,22.0,-84.59503166276247,-84.42414855391188,-84.0146563785887
101,3.741525423728814,0.0946346215466391,22.0,-84.40859098479719,-84.25465702847943,-83.81126654808071
102,3.733050847457627,0.1031091978179574,22.0,-84.22215030683196,-84.08516550306062,-83.60787671757302
103,3.724576271186441,0.111583774089027,22.0,-84.03570962886506,-83.91567397763572,-83.40448688706425
104,3.716101694915254,0.1200583503603169,22.0,-83.84926895090041,-83.74618245220809,-83.20109705655535
105,3.707627118644068,-0.0430686730710192,21.0,-83.6654769822064,-81.25022274491813,-83.4084111289437
106,3.6991525423728815,-0.0345940968025786,21.0,-83.48751088051173,-81.08920579576589,-83.21349587470644
107,3.690677966101695,-0.0261195205282049,21.0,-83.30954477881686,-80.9281888466134,-83.01858062046924
108,3.6822033898305087,-0.017644944259338,21.0,-83.1315786771219,-80.7671718974608,-82.8236653662319
109,3.673728813559322,-0.0091703679886236,21.0,-82.95361257542693,-80.60615494830827,-82.6287501119945
110,3.665254237288136,-0.0006957917181722,21.0,-82.77564647373198,-80.44513799915553,-82.43383485775725
111,3.656779661016949,0.0077787845553629,21.0,-82.59768037203708,-80.28412105000298,-82.23891960351993
112,3.6483050847457625,0.0162533608264254,21.0,-82.41971427034233,-80.12310410085067,-82.04400434928269
113,3.639830508474577,0.0247279370967987,21.0,-82.241748168647,-79.96208715169803,-81.84908909504541
114,3.6313559322033897,0.0332025133673283,21.0,-82.06378206695231,-79.80107020254555,-81.6541738408081
115,3.6228813559322033,0.041677089638938,21.0,-81.8858159652575,-79.64005325339282,-81.45925858657083
116,3.614406779661017,-1.1144067796610957,20.0,-81.71228414712596,-77.15435369666176,-81.61198081530584
117,3.6059322033898304,-1.1059322033899264,20.0,-81.54279262170455,-77.00181132377963,-81.42554013734039
118,3.597457627118644,-1.0974576271186225,20.0,-81.37330109628003,-76.84926895089899,-81.23909945937362
119,3.5889830508474576,-1.0889830508475384,20.0,-81.20380957085618,-76.69672657801759,-81.05265878140825
120,3.5805084745762707,-1.080508474576341,20.0,-81.03431804543214,-76.54418420513623,-80.86621810344218
121,3.5720338983050848,-1.0720338983050794,20.0,-80.86482652001094,-76.3916418322549,-80.67977742547532
122,3.563559322033899,-1.0635593220337185,20.0,-80.69533499458541,-76.23909945937282,-80.49333674750903
123,3.5550847457627115,-1.0550847457627626,20.0,-80.52584346916325,-76.08655708649307,-80.30689606954297
124,3.546610169491525,-1.046610169491622,20.0,-80.35635194373633,-75.93401471360994,-80.12045539157693
125,3.538135593220339,-1.038135593220396,20.0,-80.18686041830928,-75.78147234072793,-79.93401471361152
126,3.529661016949153,-1.0296610169492908,20.0,-80.01736889289242,-75.62892996784909,-79.74757403564396
127,3.5211864406779663,-1.0211864406780933,20.0,-79.84787736746732,-75.47638759496829,-79.56113335767951
128,3.5127118644067794,-1.0127118644067252,20.0,-79.6783858420421,-75.32384522208538,-79.3746926797125
129,3.504237288135593,-1.004237288135606,20.0,-79.50889431662094,-75.17130284920484,-79.1882520017463
130,3.495762711864407,-0.9957627118644864,20.0,-79.3394027911926,-75.0187604763235,-79.00181132378039
131,3.4872881355932206,-0.9872881355932036,20.0,-79.16991126577119,-74.86621810343973,-78.81537064581579
132,3.4788135593220337,-0.9788135593220204,20.0,-79.00041974034856,-74.71367573056129,-78.62892996784733
133,3.470338983050848,-0.9703389830510004,20.0,-78.83092821492387,-74.5611333576794,-78.4424892898835
134,3.461864406779661,-0.9618644067796538,20.0,-78.66143668949991,-74.40859098479852,-78.25604861191592
135,3.453389830508475,-0.953389830508506,20.0,-78.49194516407916,-74.25604861191432,-78.06960793395055
136,3.444915254237288,-0.9449152542373084,20.0,-78.32245363865316,-74.10350623903528,-77.88316725598284
137,3.436440677966102,-0.9364406779661252,20.0,-78.15296211322772,-73.95096386615475,-77.69672657801907
138,3.4279661016949152,-0.927966101694956,20.0,-77.98347058780669,-73.79842149327264,-77.51028590005228
139,3.4194915254237293,-0.9194915254239008,20.0,-77.81397906237981,-73.64587912038901,-77.32384522208457
140,3.4110169491525424,-0.9110169491525824,20.0,-77.644487536959,-73.49333674750915,-77.1374045441186
141,3.4025423728813555,-0.9025423728815056,20.0,-77.47499601153307,-73.34079437462859,-76.95096386615407
142,3.3940677966101696,-0.8940677966100665,20.0,-77.30550448611204,-73.1882520017472,-76.76452318818805
143,3.3855932203389827,-0.8855932203390537,20.0,-77.1360129606865,-73.03570962886585,-76.57808251022169
144,3.3771186440677967,-0.8771186440677354,20.0,-76.9665214352695,-72.88316725598528,-76.39164183225495
145,3.36864406779661,-0.8686440677966374,20.0,-76.79702990983648,-72.73062488310418,-76.20520115428964
146,3.3601694915254234,-0.8601694915254257,20.0,-76.62753838441435,-72.57808251022033,-76.01876047632273
147,3.351694915254237,-0.8516949152542139,20.0,-76.45804685899193,-72.4255401373389,-75.83231979835661
148,3.3432203389830506,-0.8432203389830732,20.0,-76.28855533356842,-72.27299776445757,-75.64587912039177
149,3.3347457627118646,-0.834745762711961,20.0,-76.11906380814652,-72.12045539157626,-75.45943844242356
150,3.3262711864406778,-0.8262711864408061,20.0,-75.94957228272189,-71.96791301869412,-75.27299776445746
151,3.317796610169492,-0.8177966101695304,20.0,-75.78008075729977,-71.81537064581578,-75.08655708649262
152,3.309322033898305,-0.8093220338983684,20.0,-75.6105892318775,-71.66282827293287,-74.90011640852609
153,3.3008474576271185,-0.8008474576272278,20.0,-75.44109770645063,-71.51028590005224,-74.71367573056078
154,3.292372881355932,-0.7923728813561013,20.0,-75.27160618102613,-71.35774352717165,-74.5272350525947
155,3.2838983050847457,-0.7838983050847617,20.0,-75.10211465560428,-71.20520115429004,-74.34079437462852
156,3.2754237288135597,-0.7754237288136281,20.0,-74.93262313017622,-71.05265878140666,-74.15435369666241
157,3.266949152542373,-0.7669491525424164,20.0,-74.76313160475274,-70.90011640852525,-73.96791301869477
158,3.258474576271186,-0.7584745762711762,20.0,-74.593640079334,-70.74757403564546,-73.78147234072942
159,3.25,-0.75,20.0,-74.42414855390511,-70.59503166276258,-73.5950316627626
